更新日,dailyDose,服用禁止,妊婦・授乳婦注意,対象成分含有フラグ,成分情報_JSON,用法用量_JSON,付加情報_JSON,製品の特長,製品名,指定濫用(＊：同ﾌﾞﾗﾝﾄﾞ内に対象含む),package,大小分岐,注釈･補足等,"妊婦･授乳婦､医療現場における位置づけ
　成育医療センター（妊娠と薬情報センター）は、L分類をベースに、「日本の医療現場･OTCの実情に合わせた独自の安全リスト」を国（厚労省事業）の予算で常に最新に更新｡L1安全〜L5危険｡L3は、ﾃﾞｰﾀの不足の否定はできないが、「授乳はそのまま続けて構いません」と案内するのが標準的
　オーストラリア分類（TGA）は、2015年のFDA分類廃止以降､世界標準として「妊婦への薬のリスク」を最も客観的に数値化｡A最安全〜X禁忌｡「Cの薬は原則として避ける」｡（NSAIDsは、妊娠初期〜中期までは「C」だが、妊娠後期（28週以降）「禁忌」）"
2026/07/02 18:36:31,3,15歳未満の小児,妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談してください。,-,"{""basis"":""3包(3g)中"",""ingredients"":[{""name"":""テプレノン"",""id"":""D01827"",""amount"":112.5,""unit"":""mg""},{""name"":""ソウジュツ乾燥エキス"",""id"":""D06752"",""amount"":150,""unit"":""mg""},{""name"":""蒼朮"",""id"":""D06752"",""amount"":1.5,""unit"":""g""},{""name"":""コウボク乾燥エキス"",""id"":""D06720"",""amount"":83.4,""unit"":""mg""},{""name"":""厚朴"",""id"":""D06720"",""amount"":1,""unit"":""g""}]}","{""adult_dose"":""1回1包、1日3回"",""daily_dose"":3,""prohibited_age"":""15歳未満の小児""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談してください。"",""drug_category"":""健胃薬"",""category_limit"":5,""packages"":[{""package_type"":""12包"",""estimated_days"":4,""capacity_judgment"":""小容量""},{""package_type"":""27包"",""estimated_days"":9,""capacity_judgment"":""大容量""}]}",普段から胃の弱りを感じる方におすすめの胃腸薬です。「胃もたれ」「胸やけ」などの症状を漫然と繰り返す方や、少し胃に負担がかかるだけで不快な症状を感じる方に適しています。胃酸などの刺激から胃の粘膜を守る「胃粘液」を増やし、さらに胃の運動を活発にして弱った胃の状態を整えます。サッと溶けて飲みやすい細粒剤です。,セルベール,対象外,,,粉薬タイプの「セルベール（細粒）」には「整胃錠」のように「整胃」という言葉が製品名に直接入っていません。製造元が理由ではなく、単に「錠剤（錠）」か「粉薬（細粒）」かの名称の区別によるもの,
2026/07/02 18:44:04,3,15歳未満の小児,妊婦又は妊娠していると思われる人は、服用前に医師、薬剤師又は登録販売者に相談してください。,-,"{""basis"":""3錠中"",""ingredients"":[{""name"":""テプレノン"",""id"":""D01827"",""amount"":112.5,""unit"":""mg""},{""name"":""ソウジュツ乾燥エキス"",""id"":""D06752"",""amount"":150,""unit"":""mg""},{""name"":""蒼朮"",""id"":""D06752"",""amount"":1.5,""unit"":""g""},{""name"":""コウボク乾燥エキス"",""id"":""D06720"",""amount"":83.4,""unit"":""mg""},{""name"":""厚朴"",""id"":""D06720"",""amount"":1,""unit"":""g""}]}","{""adult_dose"":""1回1錠、1日3回"",""daily_dose"":3,""prohibited_age"":""15歳未満の小児""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は、服用前に医師、薬剤師又は登録販売者に相談してください。"",""drug_category"":""健胃薬"",""category_limit"":5,""packages"":[{""package_type"":""12錠"",""estimated_days"":4,""capacity_judgment"":""小容量""},{""package_type"":""21錠"",""estimated_days"":7,""capacity_judgment"":""大容量""},{""package_type"":""45錠"",""estimated_days"":15,""capacity_judgment"":""大容量""}]}",胃もたれ、胸やけ、食べ過ぎなどに効果を現す胃腸薬です。普段から胃の弱りを感じる方や、少しの胃への負担で不快な症状を繰り返す方におすすめです。胃酸などの刺激から胃の粘膜を守る「胃粘液」を増やし、さらに胃の運動を活発にして弱った胃の状態を整えます。1回1錠で効く飲みやすい錠剤タイプで、弱った胃を元気にしていきます。,セルベール整胃錠,対象外,,,,
2026/07/02 18:45:40,3,15歳未満の小児,妊婦又は妊娠していると思われる人は、服用前に医師、薬剤師又は登録販売者に相談してください。,-,"{""basis"":""3錠中"",""ingredients"":[{""name"":""テプレノン"",""id"":""D01827"",""amount"":150,""unit"":""mg""},{""name"":""ソウジュツ乾燥エキス"",""id"":""D06752"",""amount"":150,""unit"":""mg""},{""name"":""蒼朮"",""id"":""D06752"",""amount"":1.5,""unit"":""g""},{""name"":""コウボク乾燥エキス"",""id"":""D06720"",""amount"":83.4,""unit"":""mg""},{""name"":""厚朴"",""id"":""D06720"",""amount"":1,""unit"":""g""},{""name"":""リパーゼAP6"",""id"":"""",""amount"":14.7,""unit"":""mg""}]}","{""adult_dose"":""1錠×3回"",""daily_dose"":3,""prohibited_age"":""15歳未満の小児""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は、服用前に医師、薬剤師又は登録販売者に相談してください。"",""drug_category"":""健胃薬"",""category_limit"":5,""packages"":[{""package_type"":""18錠"",""estimated_days"":6,""capacity_judgment"":""大容量""},{""package_type"":""36錠"",""estimated_days"":12,""capacity_judgment"":""大容量""},{""package_type"":""72錠"",""estimated_days"":24,""capacity_judgment"":""大容量""}]}",最近、胃が弱ってきたと感じる方におすすめの胃腸薬です。胃を守るテプレノンを増量し処方強化した本剤は、胃粘液を増やして胃を守る「守る」、胃の運動を活発にする「動かす」、脂肪を分解して消化する力を高める「消化する」という3つの働きで胃もたれなどの弱ってきた胃の症状を改善します。1回1錠で効く飲みやすい錠剤です。,新セルベール整胃プレミアム〈錠〉,対象外,,,,
2026/07/02 18:47:08,9,5才未満,妊婦、妊娠していると思われる人、または授乳中の人は服用前に医師、歯科医師、薬剤師又は登録販売者に相談すること。,-,"{""basis"":""9丸中"",""ingredients"":[{""name"":""木クレオソート"",""id"":""D03318"",""amount"":400,""unit"":""mg""},{""name"":""アセンヤク末"",""id"":""D06679"",""amount"":200,""unit"":""mg""},{""name"":""オウバク末"",""id"":""D06689"",""amount"":300,""unit"":""mg""},{""name"":""カンゾウ末"",""id"":""D04365"",""amount"":150,""unit"":""mg""},{""name"":""チンピ末"",""id"":""D06764"",""amount"":300,""unit"":""mg""}]}","{""adult_dose"":""3粒×3回"",""daily_dose"":9,""prohibited_age"":""5才未満""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦、妊娠していると思われる人、または授乳中の人は服用前に医師、歯科医師、薬剤師又は登録販売者に相談すること。"",""drug_category"":""止瀉薬"",""category_limit"":5,""packages"":[{""package_type"":""100丸"",""estimated_days"":11.1,""capacity_judgment"":""大容量""}]}",本剤は、主成分の日局木クレオソートをはじめ、アセンヤク末、オウバク末、カンゾウ末、チンピ末などの生薬が配合された、水分を含んだやわらかい黒褐色の丸剤です。胃腸の調子を整え、軟便、下痢、食あたり、水あたり、はき下し、消化不良による下痢などの症状に優れた効果を発揮します。また、むし歯の穴（歯窩）に直接つめることで、一時的にむし歯痛を和らげる効果も持ち合わせています。,正露丸,対象外,,,"木クレオソート：主な目的は、下痢・軟便、お腹の不快感の解消。作用機序は、腸の水分分泌抑制、蠕動運動の正常化
        PMDAの基準では、「直径6mm以上の丸剤や錠剤は、窒息や誤嚥の危険があるため5歳未満の乳幼児に服用させてはならない」と定められています。
        5歳未満の乳幼児を対象とした木クレオソートの安全性や適切な投与量に関する明確な臨床データが十分に存在しない
        5歳未満、特に乳幼児の下痢は、薬で無理に止めるよりも「脱水症状の防止（水分補給）」と「速やかな受診」が最優先されます
",
2026/07/02 18:57:57,3,15歳未満,妊婦又は妊娠していると思われる人は、服用前に医師、歯科医師、薬剤師又は登録販売者に相談すること,-,"{""basis"":""1錠中"",""ingredients"":[{""name"":""アセトアミノフェン"",""id"":""D00217"",""amount"":300,""unit"":""mg""}]}","{""adult_dose"":""1回1錠、1日3回まで（服用間隔は4時間以上おいてください）"",""daily_dose"":3,""prohibited_age"":""15歳未満""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は、服用前に医師、歯科医師、薬剤師又は登録販売者に相談すること"",""drug_category"":""解熱鎮痛薬"",""category_limit"":7,""packages"":[{""package_type"":""10錠"",""estimated_days"":3.3,""capacity_judgment"":""小容量""},{""package_type"":""20錠"",""estimated_days"":6.7,""capacity_judgment"":""小容量""},{""package_type"":""30錠"",""estimated_days"":10,""capacity_judgment"":""大容量""}]}",有効成分アセトアミノフェンが主に脳の体温調節中枢や痛みを伝える物質に作用し、熱を下げ、頭痛や生理痛などの痛みを和らげます。胃酸から胃壁を守るプロスタグランジンにほとんど影響を与えないため、空腹時にも服用できる胃にやさしい設計です。ただし、かぜによる悪寒・発熱時にはなるべく空腹時を避けて服用してください。,タイレノールA,対象外,,,"タイレノール：米J&J製。1955年アメリカで誕生、2000年 に日本で市販化。化学名「N-acetyl-p-aminophenol」から一部抜いて命名
                　　　　市販の「タイレノール小児用」は日本に存在しない（15才以上のタイレノールAのみ）。
        カロナール：国内医療用発祥。1970年代〜。「軽くなる」由来。日本では2024年 に市販化
        　　　　　　2025年に「5才以上から飲めるジュニア用（小粒・低用量）」や「微粒（粉薬）タイプ」がラインナップに登場",
2026/07/02 19:51:50,2,15才未満の小児,授乳中の人は本剤を服用しないか、本剤を服用する場合は授乳を避けること。妊婦又は妊娠していると思われる人は相談すること。,-,"{""basis"":""2錠中"",""ingredients"":[{""name"":""ベポタスチンベシル酸塩"",""id"":""D01654"",""amount"":20,""unit"":""mg""}]}","{""adult_dose"":""1回1錠を1日2回"",""daily_dose"":2,""prohibited_age"":""15才未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""授乳中の人は本剤を服用しないか、本剤を服用する場合は授乳を避けること。妊婦又は妊娠していると思われる人は相談すること。"",""drug_category"":""鼻炎用内服薬"",""category_limit"":7,""packages"":[{""package_type"":""10錠"",""estimated_days"":5,""capacity_judgment"":""小容量""},{""package_type"":""30錠"",""estimated_days"":15,""capacity_judgment"":""大容量""},{""package_type"":""60錠"",""estimated_days"":30,""capacity_judgment"":""大容量""}]}",抗ヒスタミン作用と抗炎症作用を併せ持ち、くしゃみ、鼻みず、鼻づまりに効果を発揮します。眠くなりにくく、口がかわきにくい、日常生活への影響が少ない第2世代抗ヒスタミン薬です。朝夕1回1錠の服用で1日中効果が持続し、空腹時にも服用可能です。花粉やハウスダストなどによる鼻のアレルギー症状を緩和します。,タリオンAR,対象外,,,"タリオンAR：Allergic Rhinitisアレルギー性鼻炎の頭文字に由来。鼻炎（AR）専用の市販薬という意味
        現状､市販薬では「皮膚の適応」が外されている。（受診遅延の防止､慢性掻痒には第2世代抗ヒスタミン薬単剤による効果に疑問符）",
2026/07/02 19:59:29,2,11才未満,妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること,-,"{""basis"":""1錠中"",""ingredients"":[{""name"":""ジフェニドール塩酸塩"",""id"":""D01318"",""amount"":16.6,""unit"":""mg""},{""name"":""スコポラミン臭化水素酸塩水和物"",""id"":""D02071"",""amount"":0.16,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":30,""unit"":""mg""},{""name"":""ピリドキシン塩酸塩"",""id"":""D02179"",""amount"":5,""unit"":""mg""}]}","{""adult_dose"":""1回1錠、1日2回まで（服用間隔は4時間以上）"",""daily_dose"":2,""prohibited_age"":""11才未満""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること"",""drug_category"":""鎮うん薬（乗物酔防止薬，つわり用薬を含む）"",""category_limit"":5,""packages"":[{""package_type"":""6錠"",""estimated_days"":3,""capacity_judgment"":""小容量""}]}",トラベルミンRは、乗物酔いによるめまい・吐き気・頭痛の予防及び緩和に効果的な乗りもの酔い薬です。眠気が比較的少なく、酔ってからでも効く成分を配合しているため、バスや電車などで移動する間も快適に旅行を楽しめます。11才以上のお子様から大人の方まで服用可能で、乗車船30分前に服用することで効果を発揮します。,トラベルミンR,＊対象外,,,"""トラベルミンR：「眠くなりにくい（Reduce somnolence）」or「リフレッシュ（Refresh）」に由来とされる。
        Rはジフェニドールが主役で、制限対象のジフェンヒドラミンが含まれない。「旅行を楽しめるように」との意図も｡ただし､11才未満は服用不可
        ＊市販無印トラベルミン錠(医療用と同成分)はジフェンヒドラミン含むため、販売制限対象。（15才から服用可）
        　　参考:トラベルミン・ジュニア：成分量を大人の半分にカットし、5才〜14才専用として販売
　　　　　　ﾄﾗﾍﾞﾙﾐﾝ「1」は問題なし(メクリジン ＋ スコポラミン｡15歳から)｡『ファミリー』は、『1』の成分量を半分にした同一レシピ製品､5歳から。",
2026/07/02 21:11:01,6,15才未満の小児,出産予定日12週以内の妊婦は服用しないこと。妊婦又は妊娠していると思われる人、授乳中の人は服用前に医師、歯科医師、薬剤師又は登録販売者に相談すること。,-,"{""basis"":""2錠中"",""ingredients"":[{""name"":""イブプロフェン"",""id"":""D00126"",""amount"":160,""unit"":""mg""},{""name"":""アセトアミノフェン"",""id"":""D00217"",""amount"":160,""unit"":""mg""},{""name"":""無水カフェイン"",""id"":""D00528"",""amount"":50,""unit"":""mg""},{""name"":""乾燥水酸化アルミニウムゲル"",""id"":""D02416"",""amount"":70,""unit"":""mg""}]}","{""adult_dose"":""1回2錠、1日2回まで（ただし、再度症状があらわれた場合には3回目を服用できます）"",""daily_dose"":6,""prohibited_age"":""15才未満の小児""}","{""driving_warning"":""眠気注意"",""pregnancy_warning"":""出産予定日12週以内の妊婦は服用しないこと。妊婦又は妊娠していると思われる人、授乳中の人は服用前に医師、歯科医師、薬剤師又は登録販売者に相談すること。"",""drug_category"":""解熱鎮痛薬"",""category_limit"":7,""packages"":[{""package_type"":""20錠"",""estimated_days"":3.3,""capacity_judgment"":""小容量""},{""package_type"":""40錠"",""estimated_days"":6.7,""capacity_judgment"":""小容量""},{""package_type"":""60錠"",""estimated_days"":10,""capacity_judgment"":""大容量""}]}",つらい頭痛に速効かつ高い鎮痛効果を発揮する解熱鎮痛薬です。有効成分としてイブプロフェンとアセトアミノフェンをダブル配合しており、頭痛、肩こり痛、生理痛、関節痛、腰痛などの様々な痛みに対して優れた鎮痛効果を示すほか、悪寒や発熱時の解熱にも効果を発揮します。また、胃粘膜保護成分として乾燥水酸化アルミニウムゲルも配合されています。,バファリンプレミアムDX,対象外,,,"""バファリンシリーズはすべて対象外
　　バファリンプレミアムDX ：改名前。シリーズ最速・最強(ﾌﾟﾚﾐｱﾑより鎮痛成分を約20％増)、眠くならない
       　 バファリンプレミアムDXクイック＋：改名後。『バファリンプレミアムDX』は2025年よりこの名称に順次リニューアル（2025年7月､JANも同一）
        　　　「プレミアム ＝ 鎮痛成分 ＋ 眠気成分」（アリルイソプロピルアセチル尿素:鎮静強いが､指定濫用防止はなし｡運転は不可）
        　　　「プレミアムDX ＝ 鎮痛成分(2種)20%増量(市販最大量) - 眠気成分」（引き算｡運転可）
        バファリンライト：胃に一番優しい、マイルドな効き目（「大人の胃に優しいライト」。 バファリンAに比べ、アスピリンの量が少なめ｡15歳未満不可）
        バファリンルナJ：小中高校生用（Junior_7〜15才未満）、水なしで飲めるチュアブル。ルナ（Luna）：ローマ神話「月の女神」主に女性の悩みに寄り添うシリーズ。（アスピリン・イブプロフェン不使用、子どもにも安全な「アセトアミノフェン」）
        バファリンルナi：15才以上。生理痛・頭痛向け、眠くならない、小粒。「i」：痛みをブロックする主成分Ibuprofenの頭文字”",
2026/07/02 21:41:14,3,15歳未満,妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること,-,"{""basis"":""1錠中"",""ingredients"":[{""name"":""ブチルスコポラミン臭化物"",""id"":""D01451"",""amount"":10,""unit"":""mg""}]}","{""adult_dose"":""1回1錠、1日3回まで"",""daily_dose"":3,""prohibited_age"":""15歳未満""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用前に医師、薬剤師又は登録販売者に相談すること"",""drug_category"":""胃腸鎮痛鎮けい薬"",""category_limit"":5,""packages"":[{""package_type"":""20錠"",""estimated_days"":6.7,""capacity_judgment"":""大容量""}]}",胃痛・腹痛・さしこみなどの痛みは、胃腸の過度の緊張やけいれんによって起こります。ブスコパンA錠は、優れた鎮痛鎮痙作用を持つブチルスコポラミン臭化物を配合しており、胃腸の異常な緊張を和らげることで、胃痛・腹痛・さしこみなどの痛みをはじめ、胃酸過多や胸やけに対しても優れた効果を発揮します。,ブスコパンA錠,対象外,,,医療用（病院の薬）の先発「ブスコパン錠10mg」は2026年4月に販売中止｡GE「ツルハラ」などは、製造・販売継続,
2026/07/02 21:47:21,3,15歳未満,妊婦又は妊娠していると思われる人、および授乳中の人は、服用前に医師、薬剤師又は登録販売者に相談してください。,-,"{""basis"":""3錠中"",""ingredients"":[{""name"":""L-カルボシステイン"",""id"":""D00175"",""amount"":1500,""unit"":""mg""}]}","{""adult_dose"":""1錠×3回"",""daily_dose"":3,""prohibited_age"":""15歳未満""}","{""driving_warning"":"""",""pregnancy_warning"":""妊婦又は妊娠していると思われる人、および授乳中の人は、服用前に医師、薬剤師又は登録販売者に相談してください。"",""drug_category"":""鎮咳去痰薬"",""category_limit"":5,""packages"":[]}",本剤は、有効成分L-カルボシステインの作用により、たんの切れをよくする去たん薬です。L-カルボシステインが「たん」を構成する気道粘液を正常化することで粘度を減らしてサラサラにし、出しやすくする作用があります。さらに、気道粘膜を修復することによっても、たんを出しやすくし、絡むたんの症状を改善します。,ムコダイン去たん錠Pro500,対象外,,,,
2026/07/02 22:09:13,2,15才未満の小児,妊婦又は妊娠していると思われる人は服用しないこと。授乳中の人は服用しないか、服用する場合は授乳を避けること。,-,"{""basis"":""2錠中"",""ingredients"":[{""name"":""アゼラスチン塩酸塩"",""id"":""D00659"",""amount"":2,""unit"":""mg""}]}","{""adult_dose"":""1錠×2回"",""daily_dose"":2,""prohibited_age"":""15才未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用しないこと。授乳中の人は服用しないか、服用する場合は授乳を避けること。"",""drug_category"":""その他のアレルギー用薬"",""category_limit"":5,""packages"":[{""package_type"":""12錠"",""estimated_days"":6,""capacity_judgment"":""大容量""},{""package_type"":""24錠"",""estimated_days"":12,""capacity_judgment"":""大容量""}]}",『ムヒAZ錠』は、全身に広がるかゆみや、かゆくて眠れないなどの症状に飲んで効く治療薬です。有効成分アゼラスチン塩酸塩が、かゆみやはれの「発症・拡大・悪化」を3方向から抑えます。1回1錠で12時間長く効き、塗り薬では対処しきれない広範囲のかゆみ・はれのほか、花粉やハウスダストなどによる鼻のアレルギー症状（くしゃみ、鼻水、鼻づまり）にも優れた効果を発揮します。,ムヒAZ錠,対象外,,,"ムヒAZ錠：AZはアゼラスチンのスペル由来
        高いかゆみ止め効果を維持しながら、眠気やだるさを最小限に抑える設計（※ただし運転は不可）
        数少ない「市販･皮膚掻痒対策･第2世代抗ﾋｽ」｡他にｱｾﾞﾗｽﾁﾝ同成分「アレジンAZ錠」､ﾒｷﾀｼﾞﾝ配合「ｼﾞﾝﾏｰﾄ錠」のみ｡いずれも15才以上。
        　　第1世代では、ジフェンヒドラミン配合『レスタミンコーワ糖衣錠』（5才〜）､クロルフェニラミン配合『アレルギール錠』（4才〜）",
2026/07/02 22:53:26,3,15歳未満の小児,妊婦又は妊娠していると思われる人は服用しないこと。授乳中の人は服用前に医師、薬剤師又は登録販売者に相談すること。,-,"{""basis"":""3錠中"",""ingredients"":[{""name"":""フラボキサート塩酸塩"",""id"":""D00718"",""amount"":600,""unit"":""mg""}]}","{""adult_dose"":""1回1錠、1日3回"",""daily_dose"":3,""prohibited_age"":""15歳未満の小児""}","{""driving_warning"":""運転禁止"",""pregnancy_warning"":""妊婦又は妊娠していると思われる人は服用しないこと。授乳中の人は服用前に医師、薬剤師又は登録販売者に相談すること。"",""drug_category"":""頻尿・残尿感改善薬"",""category_limit"":5,""packages"":[{""package_type"":""20錠"",""estimated_days"":6.7,""capacity_judgment"":""大容量""}]}",レディガードコーワは、女性における頻尿（排尿の回数が多い）や残尿感を改善するお薬です。有効成分であるフラボキサート塩酸塩が過敏な状態の膀胱を正常に改善します。1回1錠、1日3回の服用によって、トイレが近くて外出が不安な方や、就寝中に何度も尿意で目が覚めてしまうといった女性の尿トラブルに対して優れた効果を発揮します。,レディガードコーワ,対象外,,,医療用医薬品（先発品）の商品名は「ブラダロン錠200mg」,
2026/07/02 23:41:49,6,15歳未満,,-,"{""basis"":""6カプセル中"",""ingredients"":[{""name"":""パンテチン"",""id"":""D01234"",""amount"":375,""unit"":""mg""},{""name"":""大豆油不けん化物（ソイステロール）"",""id"":""D04269"",""amount"":600,""unit"":""mg""},{""name"":""酢酸d-α-トコフェロール"",""id"":""D01735"",""amount"":100,""unit"":""mg""},{""name"":""ルチン"",""id"":""D08499"",""amount"":60,""unit"":""mg""},{""name"":""ピリドキシン塩酸塩"",""id"":""D02179"",""amount"":10,""unit"":""mg""}]}","{""adult_dose"":""2カプセル×3回"",""daily_dose"":6,""prohibited_age"":""15歳未満""}","{""driving_warning"":"""",""pregnancy_warning"":"""",""drug_category"":""動脈硬化用薬"",""category_limit"":5,""packages"":[{""package_type"":""90カプセル"",""estimated_days"":15,""capacity_judgment"":""大容量""},{""package_type"":""180カプセル"",""estimated_days"":30,""capacity_judgment"":""大容量""}]}",ローカスタEXは、パンテチンの働きによって脂質代謝を改善し、血中の総コレステロールを低下させます。またソイステロールが、コレステロールの腸管からの吸収を阻害し、体外への排泄を促します。さらに、天然型ビタミンEが、過酸化脂質の増加を抑え、末梢の血行をよくします。ルチンやビタミンB6も配合し、血清高コレステロールの改善や手足の冷え・しびれの緩和に効果を発揮します。,ローカスタEX,対象外,,,「ローカスタEX ＝ パントシン（パンテチン） ＋ ユベラ（ビタミンE） ＋ 大豆由来成分(ソイステロール；大豆油不けん化物600mg)」,
2026/07/07 1:14:47,10,,,-,"{""basis"":""1錠中"",""ingredients"":[{""name"":""オロチン酸"",""id"":""D00055"",""amount"":30,""unit"":""mg""},{""name"":""ウコンエキス"",""id"":""D06695"",""amount"":2,""unit"":""mg""},{""name"":""鬱金"",""id"":""D06695"",""amount"":4,""unit"":""mg""},{""name"":""DL-メチオニン"",""id"":""D04983"",""amount"":30,""unit"":""mg""},{""name"":""ゴオウ"",""id"":""D06721"",""amount"":0.5,""unit"":""mg""},{""name"":""アスコルビン酸"",""id"":""D00018"",""amount"":30,""unit"":""mg""},{""name"":""チアミン塩化物塩酸塩"",""id"":""D02094"",""amount"":2,""unit"":""mg""},{""name"":""リボフラビン"",""id"":""D00050"",""amount"":1,""unit"":""mg""},{""name"":""ニコチン酸アミド"",""id"":""D00036"",""amount"":10,""unit"":""mg""},{""name"":""パントテン酸カルシウム"",""id"":""D01082, D03300"",""amount"":5,""unit"":""mg""}]}","{""adult_dose"":""1日3～10錠"",""daily_dose"":10,""prohibited_age"":""""}","{""driving_warning"":"""",""pregnancy_warning"":"""",""drug_category"":""その他の滋養強壮保健薬"",""category_limit"":5,""packages"":[{""package_type"":""12錠"",""estimated_days"":1.2,""capacity_judgment"":""小容量""},{""package_type"":""24錠"",""estimated_days"":2.4,""capacity_judgment"":""小容量""},{""package_type"":""30錠"",""estimated_days"":3,""capacity_judgment"":""小容量""},{""package_type"":""70錠"",""estimated_days"":7,""capacity_judgment"":""大容量""},{""package_type"":""75錠"",""estimated_days"":7.5,""capacity_judgment"":""大容量""},{""package_type"":""100錠"",""estimated_days"":10,""capacity_judgment"":""大容量""},{""package_type"":""200錠"",""estimated_days"":20,""capacity_judgment"":""大容量""},{""package_type"":""270錠"",""estimated_days"":27,""capacity_judgment"":""大容量""}]}",肝臓は新陳代謝をつかさどる重要な臓器であり、栄養素の供給・貯蔵、有害物質の排泄といった役目を果たしますが、いたみやすい性質も持ちます。本剤は、宿酔（二日酔い）、自家中毒、流行性肝炎、じんましん、湿疹、吹出物、にきび、しもやけ、アレルギー性体質、肌のあれ、強精、病後回復期、妊産婦の栄養補給に効果があります。,強肝，解毒，強力グットA錠,対象外,,,二日酔い・肝臓の疲れに。肝細胞を保護するオロチン酸や解毒を助けるメチオニン・ウコン等を配合,
